ID,category,name,price,link,brand,warranty,chipset_brand,series,Tên,Part-number,chipset,vram,Series,GPU clock,pci_interface,Số lượng đơn vị xử lý,Cổng kết nối,Tản nhiệt,Đầu cấp nguồn,tdp,VR,Kích thước,Đèn LED,Multi-GPU,Mô tả bảo hành,vram_gb,tdp_w,gpu_tier
vga_175,VGA,Card màn hình Gigabyte RTX 4070 Ti SUPER WINDFORCE OC 16G 16GB GDDR6X (N407TSWF3OC-16GD),26290000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4070-ti-super-windforce-oc-16g-n407tswf3oc-16gd--s240101721,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 Ti SUPER WINDFORCE OC 16G,N407TSWF3OC-16GD,GeForce RTX 4070Ti Super,16GB  GDDR6X ( 21 Gbps / 256-bit ),WindForce,2625 MHz (Reference card: 2610 MHz),PCI-E 4.0,8448  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,261 x 126 x 50 mm,,,,16.0,750.0,high
vga_176,VGA,Card màn hình GIGABYTE RTX 4070 SUPER AERO OC 12G 12GB GDDR6X (N407SAERO OC-12GD),23090000,https://phongvu.vn/card-man-hinh-gigabyte-geforce-rtx-4070-super-aero-oc-12g-n407saero-oc-12gd--s240101720,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 SUPER AERO OC 12G,N407SAERO OC-12GD,GeForce RTX 4070 Super,12GB  GDDR6X ( 21 Gbps / 192-bit ),AERO,2565 MHz (Reference card: 2475 MHz),PCI-E 4.0,7168  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,700W,không hỗ trợ,300 x 130 x 57.6 mm,Không,,,12.0,700.0,mid-high
vga_177,VGA,Card màn hình Gigabyte RTX 4070 SUPER EAGLE OC 12G GDDR6X,21690000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4070-super-eagle-oc-12g--s240101718,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 SUPER EAGLE OC 12G,N407SEAGLE OC-12GD,GeForce RTX 4070 Super,12GB  GDDR6X ( 21 Gbps / 192-bit ),EAGLE,2535 MHz (Reference card: 2475 MHz),PCI-E 4.0,7168  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,700W,không hỗ trợ,261 x 126 x 50 mm,,,,12.0,700.0,mid-high
vga_178,VGA,Card màn hình Msi RTX 4070 Ti SUPER 16G VENTUS 2X OC 16GB GDDR6X,25390000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-4070-ti-super-16g-ventus-2x-oc--s240101510,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 Ti SUPER 16G VENTUS 2X OC,,GeForce RTX 4070Ti Super,16GB  GDDR6X ( 21 Gbps / 256-bit ),VENTUS,- Extreme Performance: 2655 MHz (MSI Center) - Boost: 2640 MHz,PCI-E 4.0,8448  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 16-pin,700W,không hỗ trợ,242 x 125 x 51 mm,,,,16.0,700.0,high
vga_179,VGA,Card màn hình MSI GeForce RTX 4070 VENTUS 2X E 12G OC,16390000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-4070-ventus-2x-e-12g-oc--s231101838,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4070 VENTUS 2X E 12G OC,,GeForce RTX 4070,12GB  GDDR6X ( 21 Gbps / 192-bit ),VENTUS,Extreme Performance: 2520 MHz (MSI Center) - - Boost: 2505 MHz,PCI-E 4.0,5888  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,650W,không hỗ trợ,242 x 125 x 43 mm,Không,,,12.0,650.0,mid-high
vga_180,VGA,Card màn hình MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,13990000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-4060-ti-ventus-2x-black-16g-oc--s231100313,Msi,36 tháng,,GeForce RTX 40 series,RTX 4060 Ti VENTUS 2X BLACK 16G OC,912 -v517 -005,GeForce RTX 4060Ti,16GB  GDDR6 ( 18 Gbps / 128-bit ),VENTUS,- Extreme Performance: 2625 MHz (MSI Center) -  Boost: 2610 MHz,PCI-E 4.0 x16,4352  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,199 x 120 x 42 mm,,,,16.0,550.0,mid-high
vga_181,VGA,Card màn hình Msi GeForce RTX 3050 VENTUS 2X XS 8G OC 8GB GDDR6,7590000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-3050-ventus-2x-xs-8g-oc--s230703426,Msi,36 tháng,NVIDIA,GeForce RTX 30 series,GeForce RTX 3050 VENTUS 2X XS 8G OC,,GeForce RTX 3050,8GB  GDDR6 ( 14 Gbps / 128-bit ),VENTUS,Boost: 1807 MHz,PCI-E 4.0 x 8,2560  CUDA cores,"1 x HDMI 2.1 , 1 x DisplayPort 1.4a , 1 x DVI-D",Tản nhiệt 2 quạt,1 x 6-pin,500W,không hỗ trợ,205 x 112 x 45 mm,,,,8.0,500.0,mid
vga_182,VGA,Card màn hình MSI GeForce RTX 4060 VENTUS 2X BLACK 8G OC,8900000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-4060-ventus-2x-black-8g-oc--s230604030,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 VENTUS 2X BLACK 8G OC,912-V516-012,GeForce RTX 4060,8GB  GDDR6 ( 17Gbps / 128-bit ),VENTUS,Extreme Performance: 2505 MHz (MSI Center); Boost: 2490 MHz,PCI-E 4.0 x 8,3072  CUDA cores,"1 x HDMI , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,199 x 120 x 41 mm,,,,8.0,550.0,mid
vga_183,VGA,Card màn hình GIGABYTE GeForce RTX 4060 EAGLE OC 8G 8GB GDDR6 (N4060EAGLE-OC-8GD),10740000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4060-eagle-oc-8g-n4060eagle-oc-8gd--s230604025,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 EAGLE OC 8G,N4060EAGLE-OC-8GD,GeForce RTX 4060,8GB  GDDR6 ( 17Gbps / 128-bit ),EAGLE,Core Clock: 2505 MHz (Reference card: 2460 MHz),PCI-E 4.0,3072  CUDA cores,"2 x hdmi 2.1a , 2 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 8-pin,450W,không hỗ trợ,27.2 x 11.5 x 4 cm,,,,8.0,450.0,mid
vga_184,VGA,Card màn hình ASUS Dual GeForce RTX 4060 OC Edition 8GB GDDR6,8990000,https://phongvu.vn/card-man-hinh-vga-asus-dual-geforce-rtx-4060-oc-edition-8gb-gddr6--s230604023,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,Dual GeForce RTX 4060 OC Edition 8GB GDDR6,90YV0JC0-M0NA00,GeForce RTX 4060,8GB  GDDR6 ( 17Gbps / 128-bit ),,OC Mode: 2535 MHz; Default Mode: 2505 MHz (Boost),PCI-E 4.0,3072  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 2 quạt,1 x 8-pin,550W,,227.2 x 123.24 x 49.6 mm,RGB,,,8.0,550.0,mid
vga_185,VGA,Card màn hình Asus Dual GeForce RTX 3060 8GB GDDR6 8GB GDDR6 (DUAL-RTX3060-8G),7490000,https://phongvu.vn/card-man-hinh-vga-asus-dual-geforce-rtx-3060-8gb-gddr6-dual-rtx3060-8g--s230600768,Asus,36 tháng,NVIDIA,GeForce RTX 30 series,Dual GeForce RTX 3060 8GB GDDR6,DUAL-RTX3060-8G,GeForce RTX 3060,8GB  GDDR6 ( 15 Gbps / 128-bit ),DUAL,- OC Mode: 1807 MHz (Boost Clock) - Default Mode: 1777 MHz (Boost Clock),PCI-E 4.0,3584  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,650W,,200 x 123 x 38 mm,Không,,,8.0,650.0,mid
vga_186,VGA,Card màn hình Msi GeForce RTX 4060 Ti GAMING X 8G 8GB GDDR6 (912-V515-022),12899000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtxtm-4060-ti-gaming-x-8g-912-v515-022--s230502038,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 Ti GAMING X 8G,912-V515-022,GeForce RTX 4060Ti,8GB  GDDR6 ( 18 Gbps / 128-bit ),EXOC,Extreme Performance: 2655 MHz (MSI Center);  Boost: 2640 MHz,PCI-E 4.0 x16,4352  CUDA cores,"1 x HDMI , 3 x DisplayPort 1.4a , 1 x VGA/D-sub",Tản nhiệt 2 quạt,1 x 8-pin,550W,,247 x 130 x 42 mm,RGB,,,8.0,550.0,mid-high
vga_187,VGA,Card màn hình Gigabyte RTX 4060 Ti GAMING OC 8G,12879000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4060-ti-gaming-oc-8g--s230501528,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 Ti GAMING OC 8G,GV-N406TGAMING OC-8GD,GeForce RTX 4060Ti,8GB  GDDR6 ( 18 Gbps / 128-bit ),,- 2580 MHz (Reference card: 2535 MHz),PCI-E 4.0,4352  CUDA cores,"2 x hdmi 2.1a , 2 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 8-pin,500W,,281 x 117 x 53 mm,RGB,,,8.0,500.0,mid-high
vga_188,VGA,Card màn hình Gigabyte RTX 4070 WINDFORCE OC 12G,17590000,https://phongvu.vn/card-man-hinh--gigabyte-geforce-rtx-4070-windforce-oc-12g--s230401321,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 WINDFORCE OC,N4070WF3OC-12GD,GeForce RTX 4070,12GB  GDDR6X ( 21 Gbps / 192-bit ),,Core Clock: 2490 MHz (Reference Card: 2475 MHz),PCI-E 4.0,5888  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 8-pin,650W,,261 x 126 x 50 mm,Không,,,12.0,650.0,mid-high
vga_189,VGA,Card màn hình Gigabyte RTX 4070 EAGLE OC 12GB GDDR6X (N4070EAGLE OC-12GD),18940000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtxtm-4070-eagle-oc-12g-n4070eagle-oc-12gd--s230401320,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 EAGLE OC,N4070EAGLE OC-12GD,GeForce RTX 4070,12GB  GDDR6X ( 21 Gbps / 192-bit ),EAGLE,Core Clock: 2505 MHz (Reference Card: 2475 MHz),PCI-E 4.0,5888  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 8-pin,650W,,261 x 126 x 50 mm,RGB,,,12.0,650.0,mid-high
vga_190,VGA,Card màn hình Asus TUF Gaming GeForce RTX 3070 Ti V2 8GB GDDR6X (TUF-RTX3070TI-8G-V2-GAMING),16599000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-gaming-geforce-rtx-3070-ti-v2-8gb-gddr6x-tuf-rtx3070ti-8g-v2-gaming--s230300444,Asus,36 tháng,NVIDIA,GeForce RTX 30 series,TUF Gaming GeForce RTX 3070 Ti V2,TUF-RTX3070TI-8G-V2-GAMING,GeForce RTX​ 3070Ti,8GB  GDDR6X ( 19 Gbps / 256-bit ),TUF,OC mode : 1800 MHz (Boost Clock); Default mode : 1770 MHz (Boost Clock),PCI-E 4.0,6144  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,2 x 8-pin,750W,,299.9 x 126.9 x 51.7 mm,ARGB,,,8.0,750.0,mid-high
vga_191,VGA,Card màn hình Asus TUF Gaming GeForce RTX 4070 Ti 12GB GDDR6X (TUF-RTX4070TI-12G-GAMING),23490000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-gaming-geforce-rtx-4070-ti-12gb-gddr6x-tuf-rtx4070ti-12g-gaming--s230300443,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,TUF Gaming GeForce RTX 4070 Ti,TUF-RTX4070TI-12G-GAMING,GeForce RTX 4070Ti,12GB  GDDR6X ( 21 Gbps / 192-bit ),TUF,OC mode: 2640 MHz; Default mode: 2610 MHz (Boost clock),PCI-E 4.0,7680  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,750W,,305 x 138 x 65 mm,ARGB,,,12.0,750.0,high
vga_192,VGA,Card màn hình Asus Dual GeForce RTX 3060 Ti OC Edition 8GB GDDR6X (DUAL-RTX3060TI-O8GD6X),9990000,https://phongvu.vn/card-man-hinh-vga-asus-dual-geforce-rtx-3060-ti-oc-edition-8gb-gddr6x-dual-rtx3060ti-o8gd6x--s230300442,Asus,36 tháng,NVIDIA,GeForce RTX 30 series,Dual GeForce RTX 3060 Ti OC Edition,DUAL-RTX3060TI-O8GD6X,GeForce RTX 3060Ti,8GB  GDDR6X ( 19 Gbps / 256-bit ),DUAL,OC mode : 1710 MHz (Boost Clock); Default mode : 1680 MHz (Boost Clock),PCI-E 4.0,7680  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,2 x 8-pin,750W,,230 x 120 x 42 mm,,,,8.0,750.0,mid
vga_193,VGA,Card màn hình Asus DUAL-RTX3060-O8G-WHITE 8GB GDDR6 (90YV0GB7-M0NA00),8299000,https://phongvu.vn/card-man-hinh-vga-asus-dual-rtx3060-o8g-white-90yv0gb7-m0na00--s230202443,Asus,36 tháng,NVIDIA,GeForce RTX 30 series,DUAL-RTX3060-O8G-WHITE,90YV0GB7-M0NA00,GeForce RTX 3060,8GB  GDDR6 ( 15 Gbps / 128-bit ),DUAL,OC Mode: 1867 MHz (Boost Clock) Default Mode: 1837 MHz (Boost Clock),PCI-E 4.0,3584  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,650W,,200 x 123 x 38 mm,Không,,,8.0,650.0,mid
vga_194,VGA,Card màn hình Msi RTX 4070 Ti VENTUS 3X 12G OC 12GB GDDR6,23399000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-4070-ti-ventus-3x-12g-oc--s230200095,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 Ti VENTUS 3X 12G OC,,GeForce RTX 4070Ti,12GB  GDDR6 ( 21 Gbps / 192-bit ),VENTUS,Extreme Performance: 2655 MHz (MSI Center); Boost: 2640 MHz,PCI-E 4.0,7680  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,700W,,308 x 123 x 52 mm,Không,,,12.0,700.0,high
vga_195,VGA,Card màn hình Msi RTX 4070 Ti GAMING X TRIO 12G 12GB GDDR6,27999000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-4070-ti-gaming-x-trio-12g--s230200094,Msi,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4070 Ti GAMING X TRIO 12G,,GeForce RTX 4070Ti,12GB  GDDR6 ( 21 Gbps / 192-bit ),TRIO,Extreme Performance: 2760 MHz (MSI Center); Boost: 2745 MHz (GAMING & SILENT Mode),PCI-E 4.0,7680  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,700W,,337 x 140 x 62 mm,RGB,,,12.0,700.0,high
vga_196,VGA,Card màn hình Msi RX 6750 XT GAMING X TRIO 12G 12GB GDDR6,13649000,https://phongvu.vn/card-man-hinh-vga-msi-rx-6750-xt-gaming-x-trio-12g--s230200084,Msi,36 tháng,AMD,Radeon RX 6700 XT,RX 6750 XT GAMING X TRIO 12G,,Radeon RX 6750 XT,12GB  GDDR6 ( 18 Gbps / 192-bit ),TRIO,Boost: Up to 2623 MHz; Game: Up to 2554 MHz,PCI-E 4.0,2560  Stream Processors,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,2 x 8-pin,650W,hỗ trợ,327 x 137 x 56 mm,RGB,,,12.0,650.0,budget
vga_197,VGA,Card màn hình Gigabyte Radeon RX 7900 XTX GAMING OC 24G 24GB GDDR6 (R79XTXGAMING OC-24GD),33990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-r79xtxgaming-oc-24gd--s230100340,Gigabyte,36 tháng,AMD,Radeon RX 7900,Radeon RX 7900 XTX GAMING OC 24G,R79XTXGAMING OC-24GD,Radeon RX 7900 XTX,24GB  GDDR6 ( 20 Gbps / 384-bit ),,Boost Clock : up to 2525 MHz (Reference card: 2500 MHz); Game Clock : up to 2330 MHz (Reference card: 2300 MHz),PCI-E 4.0,6144  Stream Processors,"2 x HDMI 2.1 , 2 x DisplayPort 2.1",Tản nhiệt 3 quạt,2 x 8-pin,850W,,331 x 138 x 50 mm,RGB,,,24.0,850.0,high
vga_198,VGA,Card màn hình Gigabyte Radeon RX 6950 XT GAMING OC 16G 16GB GDDR6 (R695XTGAMING OC-16GD),27790000,https://phongvu.vn/card-man-hinh-vga-gigabyte-r695xtgaming-oc-16gd--s230100337,Gigabyte,36 tháng,AMD,Radeon RX 6950,Radeon RX 6950 XT GAMING OC 16G,R695XTGAMING OC-16GD,Radeon RX 6950 XT,16GB  GDDR6 ( 18000 MHz / 256-bit ),,Boost Clock : up to 2324 MHz (Reference card: 2310 MHz); Game Clock : up to 2116 MHz (Reference card: 2100 MHz),PCI-E 4.0,5120  Stream Processors,"2 x HDMI 2.1 , 2 x DisplayPort 1.4a",Tản nhiệt 3 quạt,3 x 8-pin,850W,,332 x 143 x 7 mm,RGB,,,16.0,850.0,budget
vga_199,VGA,Card màn hình Gigabyte GeForce RTX 4090 GAMING OC 24G 24GB GDDR6X (N4090GAMING OC-24GD),49990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-n4090gaming-oc-24gd--s230100328,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4090 GAMING OC 24G,N4090GAMING OC-24GD,GeForce RTX 4090,24GB  GDDR6X ( 21 Gbps / 384-bit ),,2535 MHz (Reference Card: 2520 MHz),PCI-E 4.0 x16,16384  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,1000W,,340 x 150.2 x 75.2 mm,RGB,,,24.0,1000.0,high
vga_200,VGA,Card màn hình Asus ROG Strix GeForce RTX 4090 OC Edition 24GB GDDR6X,64990000,https://phongvu.vn/card-man-hinh-vga-rog-strix-rtx-4090-oc-edition-24gb-gddr6x--s221201645,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,ROG STRIX RTX4090 -O24G GAMING,90YV0ID0-M0NM00,GeForce RTX 4090,24GB  GDDR6X ( 21 Gbps / 384-bit ),ROG,Chế độ ép xung (OC): 2640 MHz;  Default mode: 2610 MHz (Xung tăng cường),PCI-E 4.0,16384  CUDA cores,"2 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,1000W,,357.6 x 149.3 x 70.1 mm,ARGB,,,24.0,1000.0,high
